Speech intention	Time_adapted	Speech specific	Wizard	Filename	Expression specific	Vp_num	Study progress (coarse)	Addressee final (reduced)	Wizard addressee	Speech politeness	Annotator	Robot speech	Addressee final	Apartment time	Apartment door state	Study progress (detailed)	Condition	Apartment call	Cupboard door state	Cupboard handle sound	Focus of attention (reduced)	Order	Displayed Text	Speech form of address	Cupboard handle light	Speech type of sentence	Expression (facial, gestural, verbal)	Apartment parcel	Method	Radio	Robot gesture	Focus of attention	Method specific	Wizard task
Kommunikationsversuch	0	__Muisk an.__	Aufgabe 3 Apartment	VP41_R2-nonverbal_PH.eaf		41	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	nonverbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP sagt: __Musik an.__	3
Kommunikationsversuch	0	Licht im Flur aus	Aufgabe 2 Apartment	VP41_R2-nonverbal_PH.eaf		41	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	PH		Light in the hallway \(L_H\)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	2		with Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP sagt: __Licht im Flur aus.__	2
Kommunikationsversuch	0	__Wie spät ist es momentan?__	Aufgabe 6 Apartment	VP41_R2-nonverbal_PH.eaf		41	Task solution	Parts of the apartment	Apartment	neutral	PH		Screen (kitchen on worktop)			Lösungsversuch	nonverbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP fragt: __Wie spät ist es momentan?__	6
Kommunikationsversuch	0	__Verpasste Anrufe?__	Aufgabe 5 Apartment	VP41_R2-nonverbal_PH.eaf		41	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	nonverbal				Unspecific	2		with Name		Question (words)	unobserved		speech	cheerleader10s.ogg		Unspecific	VP sagt: Verpasste Anrufe	5
Kommunikationsversuch	0	__Licht im Flur an.__	Aufgabe 1 Apartment	VP41_R2-nonverbal_PH.eaf		41	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	PH		Light in the hallway \(L_H\)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	2		with Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP guckt zum Licht im Flur und sagt: __ Licht an.__	1
	0		Aufgabe 2 Apartment	VP43_FR1-nonverbal_ES.eaf		43	Task solution	Parts of the apartment	Apartment	unobserved	ES		Sliding door (between hallway and kitchen)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	1		unobserved		unobserved	unobserved		touch			Light in the hallway \(L_H\)	VP schießt die Schiebetür	2
	0		Aufgabe 1 Apartment	VP43_FR1-nonverbal_ES.eaf		43	Task solution	Parts of the apartment	Apartment	unobserved	ES		Screen (entrance)			Lösungsversuch	nonverbal				Parts of the apartment	1		unobserved		unobserved	unobserved		touch			Screen (entrance)	VP berührt den Bildschirm im Apartmenteingang	1
Kommunikationsversuch	0	Ist das Paket da?	Aufgabe 4 Roboter	VP43_FR1-nonverbal_ES.eaf		43	Task solution	Robot	Robot	polite	ES		Robot			Lösungsversuch	nonverbal				Robot	1		with Name		Question (sentence)	unobserved		speech			Robot	VP fragt den Roboter: __Ist das Paket da?__	4
	0		Aufgabe 3 Apartment	VP43_FR1-nonverbal_ES.eaf		43	Task solution	Parts of the apartment	Apartment	unobserved	ES		Screen (living room table)			Lösungsversuch	nonverbal				Parts of the apartment	1		unobserved		unobserved	unobserved		touch			Screen (living room table)	VP berührt den Wohnzimmertisch und klopft leicht drauf	3
Kommunikationsversuch	0	Hat mich jemand angerufen?	Aufgabe 5 Roboter	VP43_FR1-nonverbal_ES.eaf		43	Task solution	Robot	Robot	neutral	ES		Robot			Lösungsversuch	nonverbal				Robot	1		with Name		Question (sentence)	unobserved		speech			Robot	VP fragt den Roboter: __Hat mich jemand angerufen?__	5
Kommunikationsversuch	35816	Ist das Paket da?	Aufgabe 4 Roboter	VP43_FR1-nonverbal_ES.eaf		43	Task solution	Robot	Robot	polite	ES		Robot			Lösungsversuch	nonverbal				Robot	1		with Name		Question (sentence)	unobserved		speech		all pointing_kitchen	Robot	VP fragt den Roboter: __Ist das Paket da?__	4
	0		Aufgabe 7 Stehlampe	VP43_FR1-nonverbal_ES.eaf		43	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	ES		Floor lamp \(L_F\)			Lösungsversuch	nonverbal				Floor lamp \(L_F\)	1		unobserved		unobserved	unobserved		touch			Floor lamp \(L_F\)	VP berührt die Stehlampe oben, tippt mehrmals drauf, versucht die Helligkeit zu steuern	7
Kommunikationsversuch	0	Wie spät ist es?	Aufgabe 6 Roboter	VP43_FR1-nonverbal_ES.eaf		43	Task solution	Robot	Robot	neutral	ES		Robot			Lösungsversuch	nonverbal				Robot	1		with Name		Question (sentence)	unobserved		speech			Robot	VP fragt wieder den Roboter: __Wie spät ist es?__	6
Kommunikationsversuch	0	__ja... check mal meine Nachrichten hier!__	Aufgabe 5 Apartment	VP44_R2-nonverbal_ES.eaf		44	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	nonverbal				Self	2		with Name		Command (sentence)	unobserved		speech			Self	__VP schaut noch auf die Karte sagt unspezifisch in den Raum: ja, check mal meine Nachrichten ghier!__	5
	0		Aufgabe 3 Apartment	VP44_R2-nonverbal_ES.eaf		44	Task solution	Parts of the apartment	Apartment	unobserved	ES		Loudspeaker (by the fridge)			Lösungsversuch	nonverbal				Parts of the apartment	2		unobserved		unobserved	unobserved		speech			Loudspeaker (by the fridge)	VP schaut nach oben zur Musikbox auf dem Kühlschrank und sagt: __ja, Musik an!__	3
Kommunikationsversuch	0	__Ist eigentlich mein Paket heute angekommen?__	Aufgabe 4 Apartment	VP44_R2-nonverbal_ES.eaf		44	Task solution	Parts of the apartment	Apartment	neutral	ES		Screen (kitchen on worktop)			Lösungsversuch	nonverbal				Parts of the apartment	2		with Name		Question (sentence)	unobserved		speech			Screen (kitchen on worktop)	VP schut auf den Bildschirm auf der Arbeitsfläche und fragt: __Ist eigentlich mein Paket heute angekommen?__	4
Kommunikationsversuch	0	__ja... Wie spät ist es eigentlich?__	Aufgabe 6 Apartment	VP44_R2-nonverbal_ES.eaf		44	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	nonverbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP spricht in den Raum: __ ja... Wie spät ist es eigentlich?__ und schaut wieder auf den Bildschirm auf der Arbeitsfläche	6
	0		Aufgabe 2 Apartment	VP44_R2-nonverbal_ES.eaf		44	Task solution	Light in the hallway \(L_H\)	Apartment	unobserved	ES		Light in the hallway \(L_H\)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	2		unobserved		unobserved	unobserved		gesture			Light in the hallway \(L_H\)	VP schnippt mit den Fingern	2
Kommunikationsversuch	0	__ja.. Licht an!__	Aufgabe 1 Apartment	VP44_R2-nonverbal_ES.eaf		44	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	ES		Light in the hallway \(L_H\)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	2		with Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP geht zum Flur, schaut nach oben zur Lampe und sagt: __ja.. Licht an!__	1
	8607		Aufgabe 7 Stehlampe	VP44_R2-nonverbal_ES.eaf	VP scheint einen Spaß zu machen, ist neugierig was passiert	44	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	ES		Floor lamp \(L_F\)			Lösungsversuch	nonverbal				Floor lamp \(L_F\)	2		unobserved		unobserved	curious		gesture			Floor lamp \(L_F\)	VP macht eine Drehbewegung mit der Hand vor der Lampe, als ob er an einem Knopf drehen würde, lächelt und schaut sofort wieder auf die Karte	7
	270		Aufgabe 7 Stehlampe	VP44_R2-nonverbal_ES.eaf	VP scheint einen Spaß zu machen, ist neugierig was passiert	44	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	ES		Floor lamp \(L_F\)			Lösungsversuch	nonverbal				Floor lamp \(L_F\)	2		unobserved		unobserved	curious		gesture			Floor lamp \(L_F\)	VP macht eine Drehbewegung mit der Hand vor der Lampe, als ob er an einem Knopf drehen würde, lächelt und schaut sofort wieder auf die Karte	7
	0		Aufgabe 7 Stehlampe	VP45_RF1-nonverbal_ES.eaf		45	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	ES		Floor lamp \(L_F\)			Lösungsversuch	nonverbal				Floor lamp \(L_F\)	1		unobserved		unobserved	unobserved		gesture			Floor lamp \(L_F\)	VP klatscht in die Hände vor der Stehlampe	7
Kommunikationsversuch	0	Wieviel Uhr ist es?	Aufgabe 6 Apartment	VP45_RF1-nonverbal_ES.eaf		45	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	nonverbal				Parts of the apartment	1		with Name		Question (sentence)	unobserved		speech			Screen (kitchen on worktop)	VP schaut auf den Bildschirm und ftagt: __Wieviel Uhr ist es?__	6
Kommunikationsversuch	0	Musik an!	Aufgabe 3 Apartment	VP45_RF1-nonverbal_ES.eaf		45	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	nonverbal				Unspecific	1		with Name		Command (words)	unobserved		speech			Unspecific	VP schaut nach oben und spricht in den Raum: __Musik an!__	3
Kommunikationsversuch	0	Licht aus!	Aufgabe 2 Apartment	VP45_RF1-nonverbal_ES.eaf		45	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	ES		Light in the hallway \(L_H\)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	1		with Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP schaut nach oben zum Licht und sagt: __Licht aus!__	2
Kommunikationsversuch	0	Anrufe!	Aufgabe 5 Apartment	VP45_RF1-nonverbal_ES.eaf		45	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	nonverbal				Unspecific	1		with Name		Command (words)	unobserved		speech			Unspecific	VP spricht in den Raum: __Anrufe!__	5
Kommunikationsversuch	0	Paket?!	Aufgabe 4 Apartment	VP45_RF1-nonverbal_ES.eaf		45	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	nonverbal				Unspecific	1		with Name		Command (words)	unobserved		speech			Unspecific	VP spricht in den raum: __Paket?!__	4
Kommunikationsversuch	0	Licht an!	Aufgabe 1 Apartment	VP45_RF1-nonverbal_ES.eaf		45	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	ES		Light in the hallway \(L_H\)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	1		with Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP schaut nach oben zum Licht und sagt: __Licht an!__	1
Kommunikationsversuch	0	__Gibt es Pakete?__	Aufgabe 4 Apartment	VP46_R2-verbal_PH.eaf		46	Task solution	Self	Apartment	neutral	PH		Self			Lösungsversuch	verbal				Self	2		with Name		Question (sentence)	unobserved		speech			Self	VP fragt: __Gibt es Pakete?__	4
	0		Aufgabe 6 Apartment	VP46_R2-verbal_PH.eaf		46	Task solution	Self	Apartment	unobserved	PH		Self			Lösungsversuch	verbal				Self	2		unobserved		unobserved	unobserved		speech			Self	VP fragt: __Wie spät ist es jetzt?__	6
	0		Aufgabe 7 Stehlampe	VP46_R2-verbal_PH.eaf		46	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	PH		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	2		unobserved		unobserved	unobserved		touch			Floor lamp \(L_F\)	VP berührt die Stehlampe oben am Ring	7
Kommunikationsversuch	0	__Licht Flur aus.__	Aufgabe 2 Apartment	VP46_R2-verbal_PH.eaf		46	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	PH		Light in the hallway \(L_H\)			Lösungsversuch	verbal				Light in the hallway \(L_H\)	2		with Name		Command (words)	unobserved		speech			Light in the hallway \(L_H\)	VP sagt: __Licht Flur aus.__	2
Kommunikationsversuch	516	__Licht an.__	Aufgabe 1 Apartment	VP46_R2-verbal_PH.eaf		46	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	PH		Light in the hallway \(L_H\)			Lösungsversuch	verbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP schaut hoch und sagt dann: __Licht an.__	1
Kommunikationsversuch	0	__Gibt es vergangene Anrufe?__	Aufgabe 5 Apartment	VP46_R2-verbal_PH.eaf		46	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP fragt: __Gibt es vergangene Anrufe?__	5
Kommunikationsversuch	0	__Muisk an.__	Aufgabe 3 Apartment	VP46_R2-verbal_PH.eaf		46	Task solution	Self	Apartment	neutral	PH		Self			Lösungsversuch	verbal				Self	2		with Name		Command (words)	unobserved		speech			Self	VP sagt:__Musik an.__	3
	0		Aufgabe 7 Stehlampe	VP48_R1-nonverbal_PH.eaf	VP wirkt unsicher / ratlos	48	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	PH		Floor lamp \(L_F\)			Lösungsversuch	nonverbal				Unspecific	1		unobserved		unobserved	baffled		touch			Unspecific	VP berührt mehrfach die Lampe ohne hin zu sehen. Macht verlegenen Gesichtsausdruck	7
Kommunikationsversuch	0	__Es wäre gut, wenn das Licht im Flur jetzt wieder ausgehe.__ 	Aufgabe 2 Apartment	VP48_R1-nonverbal_PH.eaf		48	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	PH		Light in the hallway \(L_H\)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	1		with Name		Command (sentence)	unobserved		speech			Light in the hallway \(L_H\)	VP sagt:__Es wäre gut, wenn das Licht im Flur jetzt wieder ausgehe.__	2
nicht erkennbar	0	__Es geht wahrscheinlich um diese Lampe.__	Aufgabe 1 Apartment	VP48_R1-nonverbal_PH.eaf		48	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	PH		Light in the hallway \(L_H\)			Lösungsversuch	nonverbal				Light in the hallway \(L_H\)	1		with Name		Statement (sentence)	unobserved		Kombination mehrerer Verhaltensweisen			Light in the hallway \(L_H\)	Sprache und Geste: VP sagt: __Es geht wahrscheinlich um diese Lampe.__ und zeigt in Richtung der Lampe	1
Kommunikationsversuch	0	__Habe ich heute Post bekommen?__	Aufgabe 4 Apartment	VP48_R1-nonverbal_PH.eaf		48	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	nonverbal				Unspecific	1		with Name		Question (sentence)	unobserved		speech			Unspecific	VP redet mit sich selbst und zwischendurch fragt sie: __Paket, wo bist du?__. Der finale Lösungsversuch ist dann: __Habe ich heute Post bekommen?__	4
Kommunikationsversuch	0	__J, ich habe richtig Lust auf Musik.__	Aufgabe 3 Apartment	VP48_R1-nonverbal_PH.eaf		48	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	nonverbal				Unspecific	1		with Name		Command (sentence)	unobserved		speech			Unspecific	VP sagt: __Ja, ich habe jetzt richtig Lust auf Musik.__	3
Kommunikationsversuch	0	__Wann war denn das wohl? Wie spät ist es denn jetzt?__	Aufgabe 6 Apartment	VP48_R1-nonverbal_PH.eaf		48	Task solution	Parts of the apartment	Apartment	neutral	PH		Screen (kitchen on worktop)			Lösungsversuch	nonverbal				Parts of the apartment	1		with Name		Question (sentence)	unobserved		speech			Screen (kitchen on worktop)	VP fragt: __wann war denn das wohl? Wie spät ist es denn jetzt?__	6
Kommunikationsversuch	0	__Hat mich hete jemand angerufen, vielleicht?__	Aufgabe 5 Apartment	VP48_R1-nonverbal_PH.eaf		48	Task solution	Unspecific	Apartment	neutral	PH		Unspecific			Lösungsversuch	nonverbal				Unspecific	1		with Name		Question (sentence)	unobserved		speech			Unspecific	VP fragt: __Hat mich heute jemand angerufen, vielleicht?.__	5
	0		Aufgabe 7 Stehlampe	VP49_RF2-verbal_ES.eaf		49	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	ES		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	2		unobserved		unobserved	unobserved		gesture			Floor lamp \(L_F\)	VP bewegt mit der Hand in der Nähe der Lampe, wartet was passiert und bewegt die Hand nochmal	7
Kommunikationsversuch	7	Ist ein Paket für mich angekommen?	Aufgabe 4 Apartment	VP49_RF2-verbal_ES.eaf		49	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP fragt in den Raum:__Ist ein Paket für mich angekommen?__	4
Kommunikationsversuch	0	Licht Flur an!	Aufgabe 1 Apartment	VP49_RF2-verbal_ES.eaf		49	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP schaut noch auf die Karte und sagt dann in den Raum: __Licht Flur an!__	1
Kommunikationsversuch	0	Musik an!	Aufgabe 3 Apartment	VP49_RF2-verbal_ES.eaf		49	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP schaut noch auf die Karte und sagt in de n Raum: __Musik an!__	3
Kommunikationsversuch	0	Licht Flur wieder aus!	Aufgabe 2 Apartment	VP49_RF2-verbal_ES.eaf		49	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP steht in der Küche, schaut in den Raum und sagt: __Licht Flur wieder aus!__	2
Kommunikationsversuch	9914	__Anrufe für mich!__	Aufgabe 6 Apartment	VP49_RF2-verbal_ES.eaf		49	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP spricht in den Raum: __Anrufe für mich!__	6
Kommunikationsversuch	562	__Anrufe für mich!__	Aufgabe 5 Apartment	VP49_RF2-verbal_ES.eaf		49	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP spricht in den Raum: __Anrufe für mich!__	5
	0		Aufgabe 7 Stehlampe	VP49_RF2-verbal_ES_korr.eaf		49	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	ES_korr		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	2		unobserved		unobserved	unobserved		gesture			Floor lamp \(L_F\)	VP bewegt mit der Hand in der Nähe der Lampe, wartet was passiert und bewegt die Hand nochmal	7
Kommunikationsversuch	7	Ist ein Paket für mich angekommen?	Aufgabe 4 Apartment	VP49_RF2-verbal_ES_korr.eaf		49	Task solution	Unspecific	Apartment	neutral	ES_korr		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP fragt in den Raum:__Ist ein Paket für mich angekommen?__	4
Kommunikationsversuch	0	Licht Flur an!	Aufgabe 1 Apartment	VP49_RF2-verbal_ES_korr.eaf		49	Task solution	Unspecific	Apartment	neutral	ES_korr		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP schaut noch auf die Karte und sagt dann in den Raum: __Licht Flur an!__	1
Kommunikationsversuch	0	Musik an!	Aufgabe 3 Apartment	VP49_RF2-verbal_ES_korr.eaf		49	Task solution	Unspecific	Apartment	neutral	ES_korr		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP schaut noch auf die Karte und sagt in de n Raum: __Musik an!__	3
Kommunikationsversuch	0	Licht Flur wieder aus!	Aufgabe 2 Apartment	VP49_RF2-verbal_ES_korr.eaf		49	Task solution	Unspecific	Apartment	neutral	ES_korr		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP steht in der Küche, schaut in den Raum und sagt: __Licht Flur wieder aus!__	2
Kommunikationsversuch	0	__Wie spät ist es jetzt?__	Aufgabe 6 Apartment	VP49_RF2-verbal_ES_korr.eaf		49	Task solution	Unspecific	Apartment	neutral	ES_korr		Unspecific			Lösungsversuch	verbal				Not discernible	2		with Name		Question (sentence)	unobserved		speech			Not discernible	__Wie spät ist es jetzt?__	6
Kommunikationsversuch	562	__Anrufe für mich!__	Aufgabe 5 Apartment	VP49_RF2-verbal_ES_korr.eaf		49	Task solution	Unspecific	Apartment	neutral	ES_korr		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Command (words)	unobserved		speech			Unspecific	VP spricht in den Raum: __Anrufe für mich!__	5
	25918		Aufgabe 7 Stehlampe	VP50_RF1-verbal_ES.eaf		50	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	ES		Floor lamp \(L_F\)			Lösungsversuch	verbal				Parts of the apartment	1		unobserved		unobserved	unobserved		gesture			Switches (living room lamp)	VP macht mehrere Wischbewegungen vor dem Schalter hinter der Stehlampe, versucht die Helligkeit zu steuern, freut sich, dass es funktioniert	7
	16534		Aufgabe 3 Apartment	VP50_RF1-verbal_ES.eaf		50	Task solution	Floor lamp \(L_F\)	Apartment	unobserved	ES		Floor lamp \(L_F\)			Lösungsversuch	verbal				Parts of the apartment	1		unobserved		unobserved	unobserved		gesture			Switches (living room lamp)	VP macht mehrere Wischbewegungen vor dem Schalter hinter der Stehlampe, versucht die Helligkeit zu steuern, freut sich, dass es funktioniert	3
	0		Aufgabe 1 Apartment	VP50_RF1-verbal_ES.eaf		50	Task solution	Parts of the apartment	Apartment	unobserved	ES		Switches (entrance)			Lösungsversuch	verbal				Parts of the apartment	1		unobserved		unobserved	unobserved		gesture			Switches (entrance)	VP bewegt mit der Hand vor dem Schalterblock im Eingang	1
	0		Aufgabe 3 Apartment	VP50_RF1-verbal_ES.eaf		50	Task solution	Parts of the apartment	Apartment	unobserved	ES		Switches (living room by the kitchen)			Lösungsversuch	verbal				Parts of the apartment	1		unobserved		unobserved	unobserved		gesture			Switches (living room by the kitchen)	VP bewegt mit der Hand vor dem Lichtschalter im Wohnzimmer	3
	0		Aufgabe 2 Apartment	VP50_RF1-verbal_ES.eaf		50	Task solution	Parts of the apartment	Apartment	unobserved	ES		Switches (kitchen by the fridge)			Lösungsversuch	verbal				Parts of the apartment	1		unobserved		unobserved	unobserved		gesture			Switches (kitchen by the fridge)	VP bewegt mit der Hand vor dem Schalterblock in der Küche	2
	0		Aufgabe 7 Stehlampe	VP50_RF1-verbal_ES.eaf		50	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	ES		Floor lamp \(L_F\)			Lösungsversuch	verbal				Parts of the apartment	1		unobserved		unobserved	unobserved		gesture			Switches (living room lamp)	VP macht mehrere Wischbewegungen vor dem Schalter hinter der Stehlampe, versucht die Helligkeit zu steuern, freut sich, dass es funktioniert	7
	0		Aufgabe 6 Apartment	VP50_RF1-verbal_ES.eaf		50	Task solution	Parts of the apartment	Apartment	unobserved	ES		Screen (entrance)			Lösungsversuch	verbal				Parts of the apartment	1		unobserved		unobserved	unobserved		gesture			Screen (entrance)	VP winkt vor dem Bildschirm im Eingang	6
Kommunikationsversuch	0	Licht ein! ... Heller!	Aufgabe 7 Stehlampe	VP51_RF2-verbal_ES.eaf		51	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	polite	ES		Floor lamp \(L_F\)			Lösungsversuch	verbal				Floor lamp \(L_F\)	2		with Name		Command (words)	unobserved		speech			Floor lamp \(L_F\)	VP schaut die Lampe an und hält die Hände daneben offen und sagt:__Licht ein! ... Heller!__	7
Kommunikationsversuch	0	Licht aus!	Aufgabe 2 Apartment	VP51_RF2-verbal_ES.eaf		51	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	ES		Light in the hallway \(L_H\)			Lösungsversuch	verbal				Light in the hallway \(L_H\)	2		with Name		Command (words)	joyful		speech			Light in the hallway \(L_H\)	VP schaut nach oben zum LIcht und sagt: __Licht aus!__	2
Kommunikationsversuch	0	Licht!	Aufgabe 1 Apartment	VP51_RF2-verbal_ES.eaf		51	Task solution	Light in the hallway \(L_H\)	Apartment	neutral	ES		Light in the hallway \(L_H\)			Lösungsversuch	verbal				Light in the hallway \(L_H\)	2		with Name		Command (words)	joyful		speech			Light in the hallway \(L_H\)	VP schaut nach oben zum Licht und sagt: __Licht!__	1
Kommunikationsversuch	0	Hat mich jemand angerufen?	Aufgabe 5 Apartment	VP51_RF2-verbal_ES.eaf		51	Task solution	Unspecific	Apartment	polite	ES		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP spricht in den Raum und macht eine fragende Handbewegung: __Hat mich jemand angerufen?__	5
Kommunikationsversuch	0	Licht ein!	Aufgabe 3 Apartment	VP51_RF2-verbal_ES.eaf		51	Task solution	Unspecific	Apartment	neutral	ES		Unspecific			Lösungsversuch	verbal				Parts of the apartment	2		with Name		Command (words)	unobserved		speech			Loudspeaker (by the fridge)	VP schaut sich in der Küche um und spricht in den Raum nach oben: __Musik ein! und schaut auf die weiße Lautsprecherbox__	3
Kommunikationsversuch	0	Ist ein Paket für mich angekommen?	Aufgabe 4 Apartment	VP51_RF2-verbal_ES.eaf		51	Task solution	Unspecific	Apartment	polite	ES		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP schut auf ihre Karte und fragt in den Raum: __Ist ein Paket für mich angekommen?__	4
Kommunikationsversuch	0	Wie spät ist es?	Aufgabe 6 Apartment	VP51_RF2-verbal_ES.eaf		51	Task solution	Unspecific	Apartment	polite	ES		Unspecific			Lösungsversuch	verbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP schaut auf ihre Karte und fragt in den Raum:__Wie spät ist es?__	6
Kommunikationsversuch	29238	__Ist ein Paket für mich angekommen?__	Aufgabe 7 Stehlampe	VP52_R2-nonverbal_PH.eaf		52	Task solution	Parts of the apartment	Floor lamp \(L_F\)	neutral	PH		Screen (kitchen on worktop)			Lösungsversuch	nonverbal			/vol/csra/releases/trusty/lsp-csra-nightly/share/scripts/ghost.wav	Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP fragt: __Ist ein Paket für mich angekommen?__	7
Kommunikationsversuch	0	__Ist ein Paket für mich angekommen?__	Aufgabe 4 Apartment	VP52_R2-nonverbal_PH.eaf		52	Task solution	Parts of the apartment	Apartment	neutral	PH		Screen (kitchen on worktop)			Lösungsversuch	nonverbal				Unspecific	2		with Name		Question (sentence)	unobserved		speech			Unspecific	VP fragt: __Ist ein Paket für mich angekommen?__	4
	0		Aufgabe 7 Stehlampe	VP52_R2-nonverbal_PH.eaf	VP wirkt ratlos	52	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	PH		Floor lamp \(L_F\)			Lösungsversuch	nonverbal				Floor lamp \(L_F\)	2		unobserved		unobserved	baffled		gesture			Floor lamp \(L_F\)	VP schnipst und klatscht	7
	6584		Aufgabe 7 Stehlampe	VP52_R2-nonverbal_PH.eaf	VP wirkt ratlos	52	Task solution	Floor lamp \(L_F\)	Floor lamp \(L_F\)	unobserved	PH		Floor lamp \(L_F\)			Lösungsversuch	nonverbal				Floor lamp \(L_F\)	2		unobserved		unobserved	baffled		touch			Floor lamp \(L_F\)	VP berührt die Stehlampe oben und klatscht dann	7
